132.9356,387.594,29.6066,-0.9998126,0.0001804696,-0.005470348,0.01857108,149.9989,251.9204,79.81704,-0.9999692,-0.001553078,0.006581129,0.004006205
-152.99,-30.05,54.83,30.35,1.62,3.39,-54.33,-68.62,17.5,21.87,-0.83,-4.82,0.1,132.9409,387.6082,29.60259,-0.9998031,0.0001266427,-0.005240328,0.01914298,149.9991,251.9218,79.81368,-0.999969,-0.001532742,0.006610035,0.004015191
-166.01,-5.67,16.04,30.51,0.11,4.02,63.26,-6.34,53.17,21.91,-1.59,-4.96,0.1,132.9311,387.5969,29.60761,-0.9998118,0.0001523006,-0.005474835,0.01861321,149.999,251.922,79.81427,-0.9999689,-0.001558932,0.006623785,0.004010806
-166.87,1.84,4.42,30.66,-0.58,4.29,69.02,-1.45,39.63,21.97,-1.95,-5.02,0.1,132.9333,387.5948,29.60641,-0.9998125,0.0001310943,-0.005485161,0.01857061,149.9976,251.9206,79.81487,-0.9999688,-0.001554866,0.006614918,0.004040089
-166.94,3.33,2.11,30.78,-0.9,4.42,70.38,0.82,33.3,22.04,-2.11,-5.04,0.12,132.937,387.5971,29.60626,-0.9998135,0.0001053843,-0.005421729,0.01853624,149.9983,251.9211,79.81364,-0.999969,-0.001550969,0.006590778,0.004014726
-166.98,3.62,1.66,30.9,-1.04,4.48,70.78,1.82,30.47,22.12,-2.18,-5.05,0.12,132.933,387.5975,29.60638,-0.9998116,0.0001352518,-0.005481426,0.01861687,149.9989,251.9217,79.81464,-0.9999689,-0.001564526,0.006600681,0.004040829
-167.02,3.69,1.57,31.02,-1.11,4.51,70.91,2.27,29.18,22.2,-2.21,-5.06,0.1,132.9333,387.5976,29.606,-0.9998134,7.654836e-05,-0.00541202,0.01854422,149.9987,251.9216,79.81395,-0.9999689,-0.00155342,0.00660112,0.004022116
-167.06,3.68,1.55,31.14,-1.13,4.52,70.92,2.47,28.63,22.29,-2.24,-5.06,0.12,132.9348,387.596,29.60646,-0.9998128,0.0001448702,-0.005482912,0.0185544,149.9989,251.9214,79.81381,-0.9999689,-0.001557623,0.006598874,0.004037738
-167.09,3.7,1.54,31.26,-1.15,4.52,70.93,2.57,28.35,22.37,-2.24,-5.06,0.1,132.9443,387.6084,29.60326,-0.9998039,6.798913e-05,-0.005152047,0.01912182,149.9992,251.922,79.81389,-0.9999689,-0.001549732,0.006600531,0.004023478
-167.13,3.7,1.54,31.37,-1.15,4.53,70.9,2.62,28.24,22.45,-2.24,-5.06,0.1,132.932,387.5959,29.60574,-0.9998125,0.0001479722,-0.005467652,0.01857758,149.9989,251.9214,79.81321,-0.9999691,-0.001553498,0.006585053,0.004017762
-167.16,3.69,1.54,31.49,-1.16,4.52,70.86,2.63,28.2,22.54,-2.24,-5.06,0.1,132.9346,387.5975,29.60727,-0.9998117,0.0001321543,-0.005496234,0.01861136,149.9984,251.9227,79.81393,-0.9999688,-0.001548628,0.006614725,0.004037349
-167.2,3.7,1.54,31.6,-1.16,4.51,70.82,2.64,28.17,22.64,-2.24,-5.06,0.12,132.9409,387.6083,29.60349,-0.9998019,0.0001044413,-0.005252877,0.01919878,149.9998,251.9223,79.81284,-0.9999689,-0.001551097,0.006614451,0.004022107
-167.25,3.7,1.55,31.71,-1.16,4.51,70.78,2.63,28.16,22.73,-2.23,-5.05,0.1,132.9341,387.5972,29.60799,-0.9998122,0.0001242628,-0.005467625,0.01859272,150.0002,251.923,79.81619,-0.9999687,-0.001546258,0.006618587,0.00405366
-167.29,3.71,1.55,31.83,-1.16,4.51,70.74,2.64,28.17,22.81,-2.24,-5.04,0.1,132.9364,387.5969,29.60957,-0.999812,0.0001372774,-0.005506822,0.01859036,149.9987,251.9229,79.81495,-0.9999692,-0.001567694,0.006585778,0.003987578
-167.33,3.71,1.54,31.95,-1.16,4.51,70.7,2.65,28.17,22.89,-2.24,-5.03,0.1,132.935,387.596,29.6083,-0.9998129,0.0001121541,-0.005486465,0.01855291,149.9989,251.9214,79.81367,-0.9999692,-0.001552496,0.006581315,0.004004301
-167.34,3.7,1.53,32.02,-1.15,4.5,70.68,2.62,28.19,22.94,-2.26,-5.12,0.1,132.9446,387.6092,29.60417,-0.9998034,0.0001073931,-0.005232666,0.01912696,149.9977,251.9219,79.81524,-0.9999691,-0.00154182,0.006583365,0.004024827
-167.34,3.7,1.52,32.03,-1.13,4.46,70.69,2.6,28.23,22.94,-2.25,-5.23,0.1,132.9336,387.5962,29.60753,-0.9998121,0.0001566555,-0.005527421,0.01858496,149.9981,251.9207,79.81587,-0.9999689,-0.001565519,0.006613328,0.004019882
