155.1749,330.2718,51.96262,-0.9997985,-0.004455094,0.004506264,0.019047,164.9308,244.1461,100.8565,-0.9999989,-0.0001465606,-0.00135966,-0.0005501616
-43.09,-27.67,60.87,-0.53,-4.3,6.45,74.36,-30.32,45.63,23.89,-0.5,-6.63,0.15,155.1724,330.27,51.96475,-0.9997988,-0.004519731,0.004479725,0.01902751,164.9305,244.1439,100.8569,-0.999999,-0.0001427902,-0.00134642,-0.0005682986
77.24,16.23,-4.3,-0.26,-6.05,6.89,-53.54,45.39,34.79,23.93,-1.2,-6.71,0.15,155.1742,330.2716,51.96695,-0.9997987,-0.004515762,0.004492474,0.01902834,164.9303,244.1451,100.8587,-0.999999,-0.0001253179,-0.001347382,-0.0005565477
77.78,5.14,1.4,-0.09,-6.82,7.07,-45.07,23.7,36.14,24.01,-1.53,-6.75,0.15,155.1756,330.2714,51.96665,-0.9997994,-0.00455379,0.004426959,0.01899883,164.932,244.1438,100.8571,-0.9999989,-0.0001368195,-0.001354897,-0.0005337055
77.75,2.87,2.59,0.02,-7.17,7.16,-41.92,13.02,34.12,24.09,-1.67,-6.78,0.17,155.1737,330.2709,51.96756,-0.9997983,-0.004536071,0.004464554,0.01904856,164.9297,244.1437,100.8573,-0.999999,-0.0001338656,-0.001343695,-0.0005629766
77.72,2.43,2.82,0.11,-7.32,7.19,-40.7,8.07,32.67,24.19,-1.72,-6.78,0.15,155.1736,330.2716,51.96778,-0.9997987,-0.004555005,0.004483672,0.01902104,164.9304,244.1452,100.8569,-0.9999989,-0.0001529328,-0.001367704,-0.0005848474
77.67,2.33,2.87,0.19,-7.39,7.19,-40.24,5.86,31.94,24.29,-1.76,-6.78,0.17,155.1741,330.2708,51.96756,-0.999799,-0.004541821,0.004477763,0.01900666,164.9317,244.1422,100.8577,-0.999999,-0.0001285633,-0.001331146,-0.0005338679
77.63,2.31,2.87,0.27,-7.42,7.21,-40.06,4.87,31.61,24.4,-1.78,-6.78,0.15,155.1737,330.2714,51.96847,-0.9997988,-0.004561966,0.004452351,0.01901633,164.9305,244.1432,100.8578,-0.999999,-0.0001314325,-0.001334196,-0.0005449923
77.58,2.31,2.87,0.34,-7.44,7.21,-40.02,4.43,31.43,24.5,-1.79,-6.78,0.15,155.1745,330.2702,51.96786,-0.999799,-0.004538505,0.004451449,0.01901844,164.9325,244.1437,100.8578,-0.9999989,-0.0001304279,-0.001352779,-0.0005582617
77.52,2.31,2.88,0.41,-7.44,7.21,-40.04,4.23,31.38,24.6,-1.79,-6.78,0.15,155.1755,330.2698,51.96861,-0.9997975,-0.00454677,0.004496827,0.01908614,164.9324,244.1424,100.8571,-0.9999989,-0.0001218927,-0.001358954,-0.0005365569
77.47,2.31,2.87,0.47,-7.45,7.21,-40.07,4.14,31.36,24.71,-1.79,-6.79,0.15,155.1722,330.2719,51.96872,-0.9997987,-0.004575199,0.004450947,0.01902374,164.9281,244.1417,100.8576,-0.9999989,-0.0001309483,-0.001336183,-0.0005625385
77.41,2.31,2.87,0.55,-7.45,7.21,-40.13,4.11,31.33,24.8,-1.8,-6.79,0.15,155.1727,330.2709,51.96932,-0.9997987,-0.004552327,0.004469291,0.01902382,164.9294,244.1431,100.8576,-0.9999989,-0.0001446632,-0.001347255,-0.0005463253
77.36,2.31,2.87,0.62,-7.44,7.21,-40.17,4.08,31.33,24.9,-1.79,-6.78,0.15,155.172,330.271,51.96832,-0.9997995,-0.004582248,0.004438736,0.01898177,164.9278,244.1431,100.8565,-0.999999,-0.0001277257,-0.001365394,-0.0005615207
77.32,2.31,2.88,0.69,-7.46,7.21,-40.23,4.08,31.33,25,-1.8,-6.77,0.15,155.1721,330.2698,51.96906,-0.9997981,-0.004582193,0.004469551,0.01904509,164.9289,244.1422,100.8566,-0.9999989,-0.0001258439,-0.00134574,-0.0005550809
77.27,2.31,2.88,0.76,-7.47,7.2,-40.29,4.09,31.32,25.12,-1.79,-6.78,0.15,155.1726,330.2703,51.96902,-0.9997985,-0.004577119,0.004462687,0.01902891,164.9293,244.1431,100.8585,-0.999999,-0.0001305293,-0.001359977,-0.0005420175
77.23,2.31,2.84,0.8,-7.48,7.2,-40.3,4.05,31.34,25.17,-1.79,-6.86,0.17,155.1725,330.2694,51.96891,-0.9997997,-0.004618716,0.004410084,0.01896871,164.9294,244.1409,100.8574,-0.999999,-0.0001342313,-0.001332774,-0.0005566782
77.24,2.31,2.83,0.8,-7.49,7.17,-40.27,4,31.36,25.18,-1.79,-6.95,0.15,155.1743,330.2695,51.97136,-0.9997982,-0.004574221,0.00447929,0.0190428,164.9285,244.1422,100.8567,-0.999999,-0.000155254,-0.001328152,-0.0005363451
77.25,2.3,2.82,0.8,-7.5,7.16,-40.25,3.99,31.37,25.19,-1.78,-6.99,0.15,155.1716,330.2698,51.96974,-0.9997985,-0.004610674,0.004459673,0.01902514,164.9283,244.142,100.8572,-0.9999989,-0.0001276885,-0.001358051,-0.0005282257
77.27,2.3,2.82,0.82,-7.5,7.17,-40.23,3.98,31.37,25.19,-1.8,-6.99,0.15,155.1729,330.2695,51.9702,-0.9997979,-0.004560743,0.00445739,0.01906532,164.9289,244.1422,100.8577,-0.999999,-0.0001373405,-0.001354557,-0.0005498672
77.27,2.31,2.82,0.83,-7.5,7.17,-40.23,3.99,31.36,25.21,-1.79,-7.01,0.15,155.172,330.2701,51.97066,-0.9997985,-0.004585949,0.004464445,0.01903031,164.9279,244.1411,100.8578,-0.999999,-0.0001335843,-0.001353965,-0.0005564277
77.28,2.31,2.82,0.84,-7.5,7.17,-40.22,3.98,31.36,25.21,-1.79,-7.01,0.15,155.1706,330.2689,51.97088,-0.9997986,-0.004613503,0.00445798,0.01901461,164.9281,244.1416,100.8579,-0.999999,-0.0001337952,-0.001353313,-0.000547881
