131.0749,388.0984,48.35965,0.9997177,0.01470473,-0.01147417,-0.01471767,146.5665,339.2509,30.55583,-0.999863,-0.01202969,0.008491879,-0.007569232,149.9608,251.9449,79.7971,-0.999916,-0.001939354,0.01185208,0.004893513
-11.49,13.25,71.63,-54.56,81.03,6.3,41.58,3.75,18.4,-32.69,-8.07,-4.89,0.17,131.0739,388.0991,48.35869,0.999719,0.01469023,-0.01144762,-0.01467043,146.5661,339.251,30.55363,-0.9998621,-0.01208273,0.008471076,-0.007613897,149.9622,251.9456,79.7947,-0.9999155,-0.001928899,0.01188555,0.004916747
88.57,-0.8,-19.18,101.43,1.98,-49.42,41.21,3.8,19.89,-32.74,-9.27,-4.85,0.17,131.0746,388.0985,48.35893,0.9997178,0.01472224,-0.01147038,-0.01469728,146.5601,339.2387,30.56474,-0.9998674,-0.01175763,0.008750766,-0.007093582,149.961,251.945,79.79521,-0.9999161,-0.001938456,0.01184109,0.004890553
88.71,1.95,-9.56,96.73,-7.02,-21.62,40.97,3.81,20.55,-32.71,-9.81,-4.84,0.17,131.0756,388.0981,48.35986,0.999718,0.01471499,-0.01143352,-0.01472488,146.5603,339.2394,30.56539,-0.9998671,-0.01177735,0.008766013,-0.007102055,149.9614,251.9447,79.79607,-0.999916,-0.001928722,0.0118435,0.004899853
88.77,2.49,-7.69,94.21,-11.04,-7.67,40.78,3.82,20.86,-32.64,-10.05,-4.84,0.17,131.0737,388.099,48.35867,0.9997174,0.01474368,-0.01146648,-0.01471376,146.5655,339.2522,30.55387,-0.999863,-0.01203139,0.008467562,-0.007584284,149.962,251.9456,79.7962,-0.9999162,-0.001947512,0.01183519,0.004883968
88.77,2.59,-7.32,92.96,-12.72,-1.15,40.61,3.83,21,-32.55,-10.15,-4.83,0.17,131.0745,388.0981,48.36014,0.999718,0.01473083,-0.01144191,-0.0146999,146.5579,339.2397,30.61626,-0.9998759,-0.01064966,0.01009445,-0.005733185,149.9629,251.9449,79.79547,-0.999916,-0.001926538,0.01185079,0.004886948
88.75,2.61,-7.24,92.41,-13.41,1.78,40.46,3.84,21.08,-32.45,-10.21,-4.83,0.17,131.0751,388.0969,48.35959,0.9997194,0.01469388,-0.01139814,-0.0146814,146.5544,339.2266,30.62872,-0.9998788,-0.01036261,0.01038764,-0.005222489,149.9633,251.9446,79.79552,-0.9999157,-0.001939546,0.01187821,0.004891525
88.72,2.62,-7.23,92.24,-13.72,3.08,40.33,3.84,21.11,-32.34,-10.22,-4.81,0.17,131.0761,388.0991,48.36117,0.9997167,0.01476268,-0.01150254,-0.01471122,146.5675,339.2545,30.55448,-0.9998632,-0.01201494,0.008458205,-0.007603994,149.9632,251.9446,79.79797,-0.9999154,-0.001918782,0.0118906,0.004926536
88.69,2.62,-7.23,92.24,-13.86,3.66,40.18,3.83,21.14,-32.25,-10.24,-4.82,0.15,131.0723,388.0967,48.35997,0.9997187,0.01471974,-0.0114252,-0.01467935,146.5588,339.2379,30.5654,-0.9998678,-0.01174682,0.008740124,-0.007083223,149.9611,251.9442,79.79525,-0.9999164,-0.001924779,0.01183623,0.004862788
88.66,2.62,-7.22,92.3,-13.94,3.93,40.06,3.84,21.14,-32.14,-10.25,-4.82,0.17,131.0736,388.0976,48.3591,0.9997164,0.01476168,-0.01148847,-0.01474248,146.5592,339.2385,30.56505,-0.9998675,-0.01177635,0.008728791,-0.007079981,149.9623,251.9459,79.79475,-0.999916,-0.001941508,0.0118585,0.004865091
88.63,2.62,-7.23,92.4,-13.96,4.05,39.92,3.84,21.15,-32.04,-10.24,-4.82,0.17,131.0747,388.0987,48.35975,0.9997176,0.01473239,-0.01142991,-0.01473678,146.567,339.2524,30.55319,-0.999863,-0.01204961,0.008440904,-0.007592176,149.9622,251.9458,79.79526,-0.999916,-0.001946492,0.01184958,0.004882778
88.6,2.62,-7.22,92.52,-13.98,4.1,39.78,3.84,21.16,-31.92,-10.23,-4.81,0.17,131.0744,388.0968,48.36034,0.9997172,0.0147532,-0.01147448,-0.01470653,146.5669,339.2516,30.55417,-0.9998625,-0.01205759,0.008486137,-0.007590738,149.9615,251.9435,79.79688,-0.9999155,-0.00192881,0.01188717,0.004898101
88.57,2.62,-7.22,92.64,-13.99,4.12,39.66,3.85,21.16,-31.82,-10.24,-4.8,0.17,131.0749,388.0977,48.35957,0.9997159,0.01476821,-0.01150444,-0.01475328,146.5673,339.2515,30.55437,-0.9998625,-0.0120637,0.008452723,-0.007616398,149.9632,251.9456,79.79508,-0.9999161,-0.00192811,0.01185329,0.004876398
88.54,2.62,-7.23,92.76,-13.98,4.13,39.52,3.85,21.15,-31.72,-10.24,-4.8,0.17,131.0725,388.0973,48.35988,0.9997178,0.01474653,-0.01144132,-0.01470266,146.5646,339.2485,30.55283,-0.9998627,-0.01207313,0.008440204,-0.007592372,149.9628,251.9441,79.7961,-0.9999156,-0.001928752,0.01187973,0.00489122
88.51,2.62,-7.22,92.9,-13.98,4.14,39.38,3.85,21.15,-31.62,-10.24,-4.81,0.17,131.0747,388.0981,48.36059,0.9997178,0.01475086,-0.01144442,-0.01468627,146.5663,339.2519,30.55342,-0.999863,-0.01203937,0.008451689,-0.007583456,149.9617,251.946,79.79569,-0.9999154,-0.001942385,0.01188757,0.004916247
88.51,2.62,-7.23,92.96,-13.98,4.12,39.32,3.81,21.19,-31.55,-10.23,-4.88,0.17,131.0741,388.0967,48.36073,0.9997174,0.01476968,-0.01143924,-0.01470283,146.5658,339.2505,30.55367,-0.9998629,-0.01204445,0.008452062,-0.007594279,149.9615,251.9442,79.79605,-0.999916,-0.001928751,0.01185937,0.004884439
88.51,2.62,-7.25,92.97,-13.97,4.09,39.34,3.78,21.24,-31.55,-10.24,-4.97,0.17,131.074,388.0966,48.3606,0.9997156,0.01479375,-0.01149166,-0.01476681,146.5603,339.2371,30.56392,-0.9998677,-0.01175412,0.008736276,-0.007085446,149.9606,251.9436,79.79682,-0.9999158,-0.001949223,0.01186166,0.004910812
88.52,2.62,-7.25,92.96,-13.96,4.07,39.36,3.77,21.24,-31.54,-10.24,-5.01,0.17,131.0748,388.0977,48.35965,0.9997171,0.01476243,-0.0114459,-0.01472318,146.5683,339.2528,30.55438,-0.9998627,-0.01205432,0.008467285,-0.007597874,149.9631,251.9451,79.79626,-0.9999156,-0.001934278,0.01187251,0.004915745
88.52,2.62,-7.25,92.95,-13.97,4.06,39.38,3.75,21.28,-31.53,-10.24,-5.03,0.17,131.0733,388.0961,48.36075,0.9997165,0.01477313,-0.01146094,-0.01474806,146.5672,339.2522,30.55409,-0.9998627,-0.01204817,0.008489823,-0.007576308,149.9611,251.9433,79.79482,-0.999916,-0.00193811,0.01185243,0.004886249
88.53,2.61,-7.25,92.96,-13.97,4.07,39.39,3.75,21.29,-31.52,-10.25,-5.04,0.17,131.0731,388.0972,48.36066,0.9997163,0.01477713,-0.01149104,-0.01472951,146.5651,339.2513,30.55402,-0.9998634,-0.01200825,0.008495626,-0.007540943,149.9607,251.9446,79.79446,-0.999916,-0.001937908,0.01184886,0.004883211
88.54,2.62,-7.26,92.95,-13.97,4.05,39.4,3.76,21.28,-31.52,-10.25,-5.04,0.17,131.0608,388.0975,48.35601,0.9997168,0.0147595,-0.01149675,-0.01471062,146.5431,339.2585,30.5536,-0.9998565,-0.01213177,0.008652996,-0.00806449,149.9544,251.9453,79.79076,-0.9999164,-0.001939848,0.01181753,0.004880006
88.55,2.62,-7.25,92.95,-13.97,4.06,39.43,3.75,21.3,-31.51,-10.25,-5.05,0.17,131.0751,388.098,48.36116,0.9997168,0.01477416,-0.01145059,-0.01473753,146.5661,339.2519,30.55333,-0.9998626,-0.01206599,0.008453545,-0.00761498,149.9612,251.9434,79.7951,-0.9999155,-0.001928584,0.01188609,0.004908634
