-0.075,-0.3575,0.2525,123.0613,91.89655,34.14401,-0.9901335,0.1183139,0.07397588,-0.01285098
-0.352,-1.034,0.66,122.5247,92.4805,34.76072,-0.9915513,0.1081079,0.07027142,-0.01415896
-0.62,-1.776,1.15,122.5702,92.48069,34.75406,-0.9915579,0.1090658,0.06903273,-0.0123378
-0.998,-2.566,1.6,122.5999,92.43274,34.69754,-0.9915298,0.1096068,0.06861815,-0.01210485
-1.266,-3.302,2.086,122.6089,92.47,34.74495,-0.9915262,0.1099599,0.06824109,-0.01130304
-1.474,-3.996,2.606,122.6038,92.30979,34.52986,-0.9914187,0.1112279,0.06780917,-0.01092896
-1.778,-4.738,3.03,122.5931,92.31754,34.54152,-0.9914554,0.1106377,0.06832916,-0.0103287
-2,-5.468,3.522,122.5681,92.40771,34.60882,-0.9915273,0.1094332,0.06887317,-0.01243263
-2.238,-6.174,4.032,122.6051,92.33179,34.47311,-0.9914263,0.1111991,0.0676671,-0.01139095
-2.468,-6.88,4.562,122.539,92.29211,34.51057,-0.9914306,0.1109155,0.06803358,-0.01159551
-2.748,-7.626,5.046,122.5924,92.17028,34.29055,-0.9913459,0.1116231,0.06806118,-0.0118856
-3.046,-8.398,5.59,122.4635,92.18484,34.42103,-0.9914352,0.1105404,0.06849019,-0.01208188
-3.342,-9.194,6.158,122.5774,92.09531,34.23819,-0.9913365,0.1122147,0.06738814,-0.01089725
-3.578,-9.958,6.75,122.6603,92.15476,34.35126,-0.991354,0.1120295,0.06746615,-0.01072544
-3.874,-10.712,7.352,122.5588,92.17338,34.40894,-0.9914917,0.1103644,0.06808146,-0.01135354
-4.148,-11.454,7.976,122.3856,92.13039,34.40856,-0.9915277,0.110097,0.06799089,-0.01133616
-4.412,-12.226,8.618,122.3547,92.10625,34.51145,-0.9915373,0.1100979,0.06775458,-0.01189801
-4.786,-13.018,9.24,122.5801,92.03819,34.25523,-0.9913786,0.1121876,0.06693567,-0.01010783
-5.022,-13.806,9.892,122.577,92.10149,34.35048,-0.9915223,0.110346,0.0676818,-0.01124705
-5.218,-14.578,10.588,122.477,92.25022,34.51112,-0.9916599,0.1088562,0.06792825,-0.01211122
-5.408,-15.342,11.332,122.3752,92.41506,34.6889,-0.9917423,0.1079377,0.0680361,-0.01295704
-5.676,-16.118,12.052,122.1044,92.51418,34.93273,-0.9918516,0.1071806,0.0676702,-0.012783
-5.998,-16.936,12.826,122.1322,92.574,35.08914,-0.9918736,0.1069544,0.06775442,-0.01252239
-6.338,-17.772,13.57,122.1879,92.58852,35.27505,-0.9919575,0.1062072,0.06780241,-0.01196359
-6.712,-18.582,14.286,122.2119,92.68889,35.35859,-0.9920189,0.1049653,0.06885489,-0.01183009
-6.982,-19.38,15.042,122.2187,92.77914,35.42191,-0.9920412,0.1046782,0.06899145,-0.01170555
-7.374,-20.202,15.8,122.202,92.77403,35.49886,-0.9920714,0.1046108,0.06867409,-0.01160803
-7.722,-21.056,16.56,122.1837,92.82183,35.55772,-0.9921334,0.1037606,0.06900778,-0.01195977
-8.148,-21.874,17.304,122.2525,92.79501,35.5044,-0.9921028,0.1039235,0.06922257,-0.01184361
-8.528,-22.688,18.062,122.1747,92.7484,35.52864,-0.9920746,0.1041454,0.06930418,-0.01178012
-8.886,-23.478,18.848,122.1107,92.85432,35.64311,-0.9920694,0.103783,0.06950012,-0.01403551
-9.548,-24.268,19.728,121.8993,92.41757,35.76955,-0.9924272,0.1006763,0.0666067,-0.02271588
-10.218,-25.12,20.616,121.9702,92.32525,35.7285,-0.9924348,0.101043,0.06663517,-0.02057495
-10.686,-25.944,21.462,122.0679,92.78625,35.76816,-0.9921046,0.1046095,0.06791864,-0.01313216
-11.214,-26.738,22.328,122.0493,92.79202,35.74391,-0.9920834,0.1045298,0.06838349,-0.01295949
-11.764,-27.56,23.222,121.998,92.77707,35.83654,-0.9921336,0.1043091,0.0680464,-0.01265962
-12.306,-28.352,24.072,121.8944,92.34749,35.78608,-0.992356,0.1014458,0.06672236,-0.02205728
-12.836,-29.146,24.964,121.9637,92.33962,35.76277,-0.9923331,0.1014892,0.06718078,-0.02148704
-13.322,-29.924,25.902,121.8792,92.42873,35.86257,-0.992376,0.1006491,0.0673519,-0.02288311
-13.884,-30.706,26.85,121.8981,92.39693,35.79025,-0.9923561,0.1008438,0.06734074,-0.02291568
-14.498,-31.484,27.824,121.9139,92.48521,35.88465,-0.9923307,0.1009226,0.067553,-0.02304828
-15.23,-32.238,28.828,121.8971,92.39872,35.77049,-0.992326,0.1010993,0.06744001,-0.02280293
-15.846,-33.03,29.882,122.0833,92.91553,35.88257,-0.9921227,0.1020456,0.07089842,-0.01590265
-16.624,-33.756,30.93,121.9425,92.48159,35.86982,-0.9923673,0.1003421,0.06766392,-0.02367361
-17.284,-34.5,31.98,121.8891,92.4984,35.89549,-0.9923345,0.1004743,0.06787464,-0.02387914
-18.006,-35.258,33.078,121.9151,92.82075,35.74738,-0.9920948,0.1028618,0.07003953,-0.01618927
-18.66,-36.052,34.178,122.0079,93.00046,35.89113,-0.9920986,0.1024051,0.07037339,-0.01735715
-19.364,-36.794,35.312,121.9835,93.03973,35.95648,-0.9922522,0.0997961,0.07205806,-0.01685166
-20.314,-37.488,36.396,122.1055,92.93392,35.50774,-0.9920334,0.1023273,0.07164933,-0.01628678
-21.212,-38.166,37.612,122.1593,92.94205,35.6467,-0.9920062,0.1042298,0.06928104,-0.01612601
-22.1,-38.806,38.846,122.0474,92.86407,35.85472,-0.9919842,0.1041076,0.06960414,-0.01685986
-23.154,-39.408,40.048,122.0675,92.68508,35.514,-0.9919657,0.1034462,0.07122912,-0.01514712
-24.036,-40.028,41.312,121.9317,92.63485,35.53479,-0.9919683,0.1035509,0.07106259,-0.01504339
-25.024,-40.596,42.618,121.9302,92.64101,35.61964,-0.9919737,0.1034939,0.0709815,-0.01545827
-25.99,-41.174,43.942,121.9057,92.63341,35.58079,-0.9919652,0.1041105,0.07015171,-0.01564537
-26.784,-41.858,45.238,121.8447,92.80405,35.83261,-0.992064,0.1021516,0.07122815,-0.01734287
-27.778,-42.46,46.574,121.8492,92.86554,35.93542,-0.9921415,0.1010743,0.07164305,-0.01751016
-28.736,-43.086,47.932,121.9566,92.89958,35.90594,-0.9920796,0.1014521,0.07220481,-0.01650036
-29.794,-43.604,49.302,121.9228,92.93794,35.99595,-0.9920861,0.1011598,0.07242158,-0.01694607
-30.886,-44.1,50.722,121.8849,92.95688,36.00094,-0.9921424,0.1002951,0.07283776,-0.01700195
-31.99,-44.562,52.17,121.8685,92.92712,36.03895,-0.9921516,0.1005503,0.07235826,-0.01700833
-33.094,-45.036,53.632,121.8799,92.96084,36.14016,-0.9921792,0.1004312,0.07223513,-0.01661748
-34.228,-45.476,55.11,121.9019,92.98124,36.13356,-0.9921812,0.1006052,0.07206574,-0.01617279
-35.42,-45.848,56.618,121.8536,92.95737,36.18842,-0.9921637,0.1007828,0.0719596,-0.01661469
-36.488,-46.262,58.104,121.7447,93.00352,36.35641,-0.9922279,0.09990189,0.07206418,-0.01761955
-37.646,-46.618,59.642,121.4962,93.20786,36.82489,-0.9914783,0.1144626,0.05959474,-0.01782406
-38.848,-46.962,61.144,121.86,93.3064,36.66242,-0.9918593,0.1099341,0.06226765,-0.01589318
-40.05,-47.274,62.654,121.6884,92.99701,36.36875,-0.9922754,0.09978661,0.07156568,-0.01762166
-41.418,-47.476,64.202,121.8059,92.87887,36.13169,-0.9921505,0.101356,0.07139288,-0.01635333
-42.634,-47.716,65.724,121.823,92.85617,36.12502,-0.9921353,0.1014477,0.07145731,-0.01642385
-43.812,-47.99,67.244,121.7655,92.89327,36.15244,-0.9921873,0.1009725,0.07126228,-0.01704871
-45.204,-48.098,68.812,121.8874,92.80264,35.87582,-0.9920292,0.1028508,0.07091029,-0.01648403
-46.514,-48.232,70.374,121.8844,92.68907,35.78001,-0.9920219,0.103242,0.07073385,-0.01517943
-47.712,-48.394,71.902,121.822,92.67963,35.81203,-0.9920615,0.1026333,0.07094885,-0.01570305
-48.982,-48.498,73.43,121.8858,92.62601,35.68566,-0.9920186,0.1035368,0.07042525,-0.01482175
-50.23,-48.592,74.946,121.925,92.60284,35.56607,-0.9919415,0.1045495,0.07003767,-0.01470652
-51.49,-48.646,76.484,121.91,92.51853,35.44187,-0.9919213,0.1046353,0.07023837,-0.01449569
-52.574,-48.792,77.968,121.9234,92.56583,35.50056,-0.9919809,0.1041106,0.07015951,-0.01457627
-53.778,-48.786,79.44,121.9298,92.47047,35.40137,-0.9919278,0.1045534,0.0703911,-0.01389467
-55,-48.78,80.932,121.9425,92.44886,35.34671,-0.9918906,0.1053147,0.06987686,-0.01338745
-56.216,-48.758,82.396,121.879,92.40295,35.26635,-0.9918724,0.1055485,0.06966528,-0.01398281
-57.328,-48.814,83.86,121.9318,92.41516,35.24023,-0.9918771,0.1054405,0.0698081,-0.01374886
-58.47,-48.794,85.326,121.9586,92.39295,35.26963,-0.9919047,0.1055263,0.06935509,-0.01338469
-59.578,-48.75,86.722,121.8864,92.40586,35.30623,-0.9919235,0.1052738,0.06939105,-0.01379291
-60.652,-48.736,88.16,121.924,92.44534,35.31685,-0.9919571,0.1047709,0.06974167,-0.0134303
-61.684,-48.728,89.566,121.8804,92.52571,35.39677,-0.9920665,0.103437,0.07001611,-0.01423982
-62.778,-48.618,90.924,121.9322,92.47819,35.25123,-0.9920071,0.1041884,0.06985726,-0.01366048
-63.8,-48.534,92.206,121.944,92.43961,35.18045,-0.9919836,0.1042913,0.06997418,-0.01398608
-64.824,-48.468,93.584,121.9417,92.4967,35.34784,-0.9920511,0.103057,0.07092619,-0.01354265
-65.846,-48.242,94.872,121.9236,92.38161,35.24109,-0.9919651,0.1049436,0.06943721,-0.01306548
-66.822,-48.046,96.146,121.8581,92.48814,35.47069,-0.9921158,0.1030644,0.06989696,-0.01408957
-67.83,-47.86,97.428,121.9192,92.3702,35.41192,-0.9920885,0.1036304,0.06966781,-0.01294485
-68.842,-47.586,98.64,121.9642,92.14082,35.18594,-0.9920336,0.1045304,0.06925997,-0.0120796
-69.724,-47.454,99.85,121.9141,92.16982,35.21294,-0.992067,0.1038426,0.06975073,-0.01244357
-70.552,-47.34,101.046,121.9051,92.26829,35.37136,-0.9921097,0.1032271,0.07008881,-0.01225497
-71.406,-47.118,102.164,121.9698,92.28857,35.31587,-0.992061,0.1038134,0.06996305,-0.01195886
-72.212,-46.96,103.256,121.9358,92.2658,35.18109,-0.9920543,0.1040539,0.06957347,-0.0126681
-72.998,-46.796,104.334,121.9403,92.29301,35.19789,-0.9920682,0.1038981,0.06952924,-0.01310038
-73.76,-46.66,105.422,121.9409,92.38133,35.29656,-0.992108,0.1029473,0.07024712,-0.01375576
-74.512,-46.486,106.468,121.9561,92.41219,35.29109,-0.9921066,0.1028849,0.0703032,-0.01402831
-75.24,-46.322,107.498,121.9679,92.44028,35.28448,-0.992117,0.1023708,0.07088679,-0.0141111
-75.952,-46.096,108.456,121.9623,92.43285,35.26694,-0.9921015,0.1025352,0.07079817,-0.01445619
-76.656,-45.93,109.486,121.9116,92.49026,35.40428,-0.9921613,0.1018132,0.0708706,-0.01508382
-77.342,-45.686,110.426,121.87,92.48019,35.37106,-0.9921454,0.1017243,0.07119032,-0.01522343
-77.998,-45.454,111.344,121.9271,92.49861,35.31514,-0.9921075,0.102119,0.07121668,-0.01492409
-78.632,-45.268,112.278,121.9249,92.55842,35.44338,-0.9921533,0.1014816,0.07133895,-0.01563334
-79.238,-44.978,113.122,122.0158,92.53265,35.31936,-0.9920904,0.10199,0.07153114,-0.01542423
-79.816,-44.79,114.014,121.9293,92.53061,35.46405,-0.9921411,0.1012955,0.07173555,-0.01578674
-80.394,-44.51,114.804,122.1388,92.78952,35.57323,-0.9916329,0.1119152,0.06259564,-0.01486481
-80.974,-44.272,115.64,122.1295,92.7768,35.5606,-0.9916303,0.1118777,0.06270055,-0.01488359
-81.51,-43.988,116.4,122.1016,92.73043,35.45327,-0.9915713,0.1124858,0.06256915,-0.01478093
-82.036,-43.71,117.184,121.9195,92.40369,35.21066,-0.9920195,0.1025411,0.07153074,-0.01631268
-82.568,-43.426,117.968,121.9614,92.43075,35.19249,-0.9920399,0.1022178,0.07173078,-0.01622539
-83.04,-43.134,118.668,121.9893,92.39614,35.12854,-0.9920229,0.1026585,0.07139067,-0.01597641
-83.516,-42.85,119.396,121.9663,92.36438,35.18277,-0.9920115,0.1026607,0.07142942,-0.01648648
-83.98,-42.566,120.074,121.9706,92.30436,35.02714,-0.9919785,0.1029564,0.07154331,-0.01612573
-84.414,-42.264,120.704,122.0261,92.25928,34.88099,-0.9919102,0.1034934,0.07182705,-0.01563097
-84.828,-42.026,121.368,122.0134,92.24932,34.86378,-0.991896,0.1034874,0.0720528,-0.01552137
-85.22,-41.718,121.97,121.8799,91.85437,34.899,-0.9922079,0.1002715,0.06994291,-0.02402484
-85.612,-41.468,122.614,121.8576,91.86526,34.91946,-0.9922209,0.1002284,0.06982983,-0.02399889
-86.004,-41.162,123.222,121.8917,91.81766,34.8487,-0.9922112,0.1006377,0.06969182,-0.02307026
-86.37,-40.89,123.83,121.8061,91.84918,34.92319,-0.9922425,0.1003406,0.06953359,-0.02348851
-86.748,-40.65,124.464,121.9593,92.20504,34.84172,-0.9919252,0.1036196,0.07149663,-0.01534946
-87.096,-40.35,125.036,121.8757,91.85941,34.86398,-0.9922544,0.1001455,0.06950217,-0.02390866
-87.43,-40.128,125.604,121.9136,91.93072,34.84087,-0.9922324,0.1004218,0.06950922,-0.02363888
-87.742,-39.886,126.166,121.8527,91.91816,34.89287,-0.9922393,0.1002584,0.06940656,-0.02433833
-88.072,-39.652,126.71,121.8597,91.89649,34.88435,-0.9922465,0.1001408,0.06971389,-0.02363419
-88.348,-39.386,127.232,121.8305,91.89011,34.89151,-0.9922798,0.1000181,0.06945269,-0.02352937
-88.634,-39.134,127.752,121.9529,92.2553,34.87985,-0.9919561,0.1033522,0.07147882,-0.01523768
-88.912,-38.878,128.254,121.9693,92.23357,34.80573,-0.9919382,0.1036083,0.07144164,-0.01483552
-89.176,-38.65,128.746,121.8023,91.91997,34.87019,-0.9922644,0.1003087,0.06921154,-0.02365242
-89.468,-38.426,129.258,121.8522,91.93629,34.91002,-0.9922577,0.1003769,0.06924888,-0.02353008
-89.716,-38.184,129.744,122.0014,92.30105,34.89121,-0.9919707,0.1031596,0.07152586,-0.0153703
-89.956,-37.992,130.256,121.8641,92.39005,35.03225,-0.9920648,0.1019629,0.07174738,-0.01622975
-90.104,-37.61,130.53,121.9771,92.26529,34.78805,-0.9919364,0.1041171,0.07087211,-0.01411014
-90.308,-37.412,130.97,122.0252,92.36317,34.79497,-0.9919256,0.1039329,0.07114604,-0.01482641
-90.554,-37.252,131.474,121.9954,92.37402,34.8196,-0.9919642,0.1036638,0.07097627,-0.01494702
-90.748,-37.06,131.894,121.9729,92.39403,34.90009,-0.9919635,0.103707,0.0710105,-0.01452355
-90.954,-36.838,132.27,122.0307,92.38951,34.81541,-0.9919187,0.1039964,0.07120708,-0.01454685
-91.158,-36.646,132.686,122.0173,92.41151,34.86351,-0.9919413,0.1036827,0.07128845,-0.01484454
-91.374,-36.488,133.132,121.992,92.48592,34.95098,-0.992009,0.1025551,0.07182984,-0.01552819
-91.548,-36.244,133.496,122.0391,92.48604,34.90855,-0.9919683,0.1032574,0.07149922,-0.01499113
-91.712,-36.012,133.856,122.0362,92.44911,34.72728,-0.9919456,0.1033212,0.07172383,-0.01497905
-91.886,-35.85,134.274,121.9626,92.49944,34.92178,-0.9920309,0.1023716,0.07185717,-0.0152143
-92.044,-35.69,134.684,121.9024,92.56058,35.06598,-0.9920185,0.1031513,0.07065778,-0.01632756
-92.194,-35.486,135.016,121.9842,92.54443,34.94434,-0.992065,0.1023667,0.07128065,-0.01572959
-92.376,-35.334,135.408,122.0227,92.5699,34.92851,-0.9920386,0.102599,0.07149389,-0.0148793
-92.454,-35.084,135.684,121.9576,92.48083,34.8579,-0.9920226,0.1027347,0.07160563,-0.01446899
-92.508,-34.814,135.936,121.9729,92.50377,34.90016,-0.9920552,0.1024979,0.07147388,-0.01456503
-92.626,-34.612,136.228,121.9855,92.44007,34.72886,-0.9919935,0.1030886,0.07139663,-0.01497863
-92.786,-34.466,136.584,121.9801,92.45616,34.8041,-0.9919937,0.1033058,0.07118743,-0.01445119
-92.872,-34.284,136.89,121.9506,92.49332,34.90072,-0.9920241,0.1029631,0.07129836,-0.01426294
-92.962,-34.106,137.16,121.9065,92.51149,34.95991,-0.9920647,0.1021481,0.07165291,-0.01547414
-93.066,-33.95,137.448,121.8688,92.49009,34.92738,-0.9920378,0.1024281,0.07157659,-0.01569831
-93.188,-33.796,137.768,121.9087,92.53664,34.9092,-0.9920241,0.1026872,0.0714666,-0.01536618
-93.308,-33.674,138.104,121.8641,92.56408,34.9416,-0.9920958,0.1012926,0.0722909,-0.01611089
