121.37,-6.305,-18.7575,150.26,128.5875,10.23,25.31,11.785,190.9543,293.3505,25.47682,-0.9999212,-0.001196227,0.002248623,0.01230023,179.241,372.407,98.31121,-0.9999987,-0.001611212,0.0004104397,0.000100945,181.9474,362.6425,-27.63726,-0.999972,-0.004660759,-0.005853148,0.0001395338
121.336,-6.262,-18.828,150.26,129.152,10.23,25.358,11.68,190.9548,293.3472,25.47445,-0.999921,-0.001226364,0.002273744,0.01230759,179.2421,372.4071,98.31161,-0.9999987,-0.001617529,0.0004270831,8.31515e-05,181.9488,362.642,-27.63485,-0.9999719,-0.004688397,-0.00585052,0.0001720047
121.296,-6.242,-18.88,150.26,129.64,10.23,25.386,11.68,190.9548,293.3454,25.47613,-0.9999212,-0.001236968,0.002248024,0.01228854,179.2287,372.3915,98.30708,-0.9999992,-0.00116482,0.0004249242,-0.0003799715,181.9513,362.6435,-27.63556,-0.9999722,-0.004661189,-0.005813161,0.0002231549
121.26,-6.22,-18.916,150.26,130.094,10.228,25.404,11.82,190.9558,293.3493,25.47794,-0.9999211,-0.001208202,0.002240342,0.01230536,179.2409,372.4039,98.3116,-0.9999986,-0.00168392,0.0003380529,0.0001329634,181.9538,362.6448,-27.63287,-0.9999717,-0.004759602,-0.005814719,0.000258982
121.22,-6.198,-18.936,150.26,130.512,10.222,25.42,11.68,190.9539,293.3478,25.47609,-0.9999215,-0.001241867,0.00225083,0.01226618,179.2415,372.4052,98.31138,-0.9999986,-0.001690747,0.0003408607,0.0001619967,181.9533,362.6419,-27.63262,-0.9999713,-0.004850066,-0.005814289,0.0002338198
121.174,-6.18,-18.964,150.26,130.992,10.218,25.428,11.68,190.9552,293.3478,25.4752,-0.9999208,-0.001234885,0.002264946,0.01232085,179.2419,372.4054,98.31194,-0.9999986,-0.0016718,0.0003663423,9.616689e-05,181.9581,362.6415,-27.63114,-0.9999713,-0.004870871,-0.005790604,0.000288424
121.138,-6.168,-18.978,150.26,131.406,10.214,25.438,11.61,190.9537,293.3487,25.47449,-0.999921,-0.001211651,0.002248323,0.0123094,179.2298,372.3882,98.3074,-0.9999992,-0.001185627,0.0003507518,-0.0003822712,181.9599,362.6448,-27.62957,-0.9999713,-0.004864783,-0.005801825,0.0002776225
121.094,-6.154,-18.994,150.26,131.81,10.21,25.444,11.61,190.9545,293.3506,25.4756,-0.9999205,-0.001216886,0.00226752,0.01234217,179.2279,372.384,98.30759,-0.9999992,-0.001222423,0.0002853825,-0.0004028423,181.9635,362.6454,-27.62806,-0.9999714,-0.00493103,-0.005742687,0.0002914608
121.054,-6.15,-19.006,150.26,132.224,10.21,25.448,11.68,190.9544,293.348,25.47517,-0.9999208,-0.001209343,0.002276337,0.01231946,179.2402,372.4056,98.31149,-0.9999986,-0.001658519,0.0003584156,0.0001676314,181.9616,362.6445,-27.62674,-0.9999713,-0.004944942,-0.005736934,0.000357114
121.006,-6.144,-19.018,150.26,132.662,10.208,25.452,11.68,190.9523,293.3493,25.47688,-0.9999212,-0.001225196,0.002251914,0.01229062,179.227,372.3855,98.30729,-0.9999992,-0.001167979,0.0003504526,-0.0003620189,181.9647,362.6451,-27.62468,-0.999971,-0.004997316,-0.005745725,0.0003757967
120.966,-6.142,-19.022,150.332,133.034,10.214,25.45,11.68,190.9554,293.3496,25.47641,-0.9999208,-0.001224323,0.002264881,0.01231979,179.2287,372.3829,98.3072,-0.9999992,-0.001238624,0.0003182134,-0.0003422268,181.966,362.6475,-27.62413,-0.9999713,-0.004971903,-0.005710617,0.0003949897
120.914,-6.14,-19.024,150.26,133.472,10.22,25.442,11.68,190.9529,293.3462,25.4748,-0.999921,-0.00123321,0.002280292,0.01229746,179.2268,372.3847,98.30721,-0.9999992,-0.001205402,0.0003431542,-0.0003224477,181.9684,362.6476,-27.62291,-0.9999708,-0.005039596,-0.005715494,0.0004663215
120.87,-6.144,-19.032,150.26,133.88,10.22,25.446,11.61,190.9559,293.3504,25.47608,-0.999921,-0.00122166,0.002267062,0.01230883,179.2285,372.3839,98.30778,-0.9999992,-0.001242852,0.000278781,-0.0003410298,181.9727,362.6462,-27.62114,-0.9999706,-0.005094188,-0.005706235,0.0004473168
120.824,-6.142,-19.04,150.26,134.284,10.224,25.446,11.61,190.954,293.3477,25.47442,-0.9999207,-0.001208437,0.002249679,0.01232634,179.2413,372.4039,98.31201,-0.9999986,-0.001684668,0.0003864033,0.0001582502,181.9718,362.6461,-27.6195,-0.9999707,-0.005120135,-0.005668703,0.0005022354
120.78,-6.132,-19.04,150.26,134.686,10.23,25.446,11.61,190.9525,293.348,25.47616,-0.9999213,-0.001235445,0.002261839,0.01228458,179.2441,372.4064,98.31268,-0.9999986,-0.00165281,0.0003780443,0.0001243162,181.9752,362.6479,-27.61766,-0.9999701,-0.005206868,-0.005693075,0.0005598246
120.738,-6.122,-19.044,150.26,135.086,10.234,25.444,11.75,190.9539,293.3493,25.47714,-0.9999212,-0.001234564,0.00225856,0.01228647,179.2431,372.404,98.31294,-0.9999986,-0.001712548,0.0003171785,0.000167753,181.9771,362.648,-27.61584,-0.9999703,-0.005165587,-0.005701286,0.000545147
120.7,-6.12,-19.05,150.332,135.484,10.242,25.432,11.75,190.9549,293.3479,25.47667,-0.9999214,-0.001228929,0.002244231,0.01226981,179.2266,372.3874,98.30836,-0.9999992,-0.001175253,0.0003455677,-0.0003698475,181.9771,362.6483,-27.61498,-0.9999706,-0.005177802,-0.005648857,0.000607349
120.654,-6.112,-19.048,150.476,135.884,10.248,25.43,11.68,190.9543,293.347,25.47386,-0.999921,-0.001235583,0.002268134,0.01229385,179.2428,372.4052,98.31216,-0.9999986,-0.001655275,0.0003631058,0.0001198068,181.9792,362.6491,-27.61288,-0.9999701,-0.005253919,-0.005637779,0.0006250897
120.606,-6.112,-19.048,150.26,136.28,10.252,25.428,11.61,190.9547,293.3493,25.47755,-0.9999207,-0.001200248,0.002268665,0.01232784,179.2457,372.4033,98.31303,-0.9999985,-0.001723991,0.0003297555,0.0001822038,181.9828,362.6495,-27.61233,-0.9999698,-0.005302768,-0.005640869,0.0006748582
120.558,-6.128,-19.044,150.332,136.618,10.274,25.41,11.82,190.9563,293.3478,25.47451,-0.999921,-0.001220283,0.002258737,0.01230744,179.2423,372.402,98.31365,-0.9999986,-0.001670856,0.0003633642,0.0001458065,181.9836,362.6498,-27.60938,-0.9999703,-0.005265856,-0.005615454,0.000674543
120.502,-6.426,-18.974,150.26,136.598,10.404,25.304,11.68,190.9524,293.3475,25.47516,-0.999921,-0.00124043,0.002244861,0.01230224,179.2437,372.4045,98.31043,-0.9999986,-0.001703723,0.0003137811,0.0001596955,181.9829,362.6505,-27.60814,-0.9999693,-0.005397667,-0.00563776,0.0007214694
120.44,-6.744,-18.904,150.26,136.538,10.528,25.214,11.68,190.9524,293.348,25.47607,-0.9999214,-0.001230804,0.002256933,0.01227552,179.244,372.402,98.31371,-0.9999986,-0.001699185,0.0003263533,0.0001349862,181.987,362.6494,-27.60792,-0.9999696,-0.005418102,-0.00558098,0.0007622195
120.404,-6.996,-18.852,150.26,136.49,10.624,25.136,11.61,190.9544,293.3506,25.47662,-0.999921,-0.001209076,0.002267502,0.01231976,179.2276,372.3849,98.30865,-0.9999992,-0.001186491,0.0003597907,-0.0003312603,181.9894,362.6515,-27.60696,-0.9999694,-0.005439556,-0.005570661,0.000769268
120.372,-7.198,-18.81,150.26,136.452,10.706,25.068,11.61,190.9531,293.3479,25.47489,-0.9999211,-0.001242679,0.002243697,0.01229648,179.2432,372.4034,98.31213,-0.9999986,-0.001690158,0.0002983134,0.0001379142,181.9894,362.652,-27.60489,-0.9999693,-0.005486889,-0.005548179,0.000796794
120.34,-7.364,-18.78,150.26,136.422,10.77,25.012,11.75,190.9529,293.3485,25.47556,-0.9999211,-0.001210152,0.002252628,0.01230139,179.2441,372.4024,98.31176,-0.9999986,-0.001682103,0.0003377752,0.0002118989,181.9912,362.6517,-27.60368,-0.9999691,-0.005513445,-0.005542246,0.000845906
120.312,-7.5,-18.75,150.26,136.396,10.83,24.97,11.75,190.9549,293.3503,25.47526,-0.9999202,-0.001206982,0.00227044,0.01236053,179.2291,372.3804,98.30774,-0.9999992,-0.001230447,0.0003280741,-0.0003764681,181.9925,362.6525,-27.6023,-0.999969,-0.005552314,-0.005521111,0.0008279645
120.294,-7.612,-18.73,150.26,136.384,10.862,24.934,11.61,190.9541,293.3475,25.47468,-0.9999207,-0.001230755,0.002274442,0.01232145,179.243,372.4044,98.31271,-0.9999986,-0.001680897,0.0003264327,0.0001186121,181.994,362.6539,-27.6007,-0.9999693,-0.005515873,-0.005515562,0.0008984211
120.278,-7.704,-18.714,150.26,136.376,10.906,24.904,11.75,190.9534,293.3501,25.47592,-0.999921,-0.001228004,0.002264102,0.01231037,179.2429,372.4033,98.31192,-0.9999985,-0.001679063,0.0003496876,0.0001930827,181.9949,362.653,-27.59967,-0.9999687,-0.005599831,-0.00551819,0.0009068801
120.266,-7.768,-18.698,150.26,136.36,10.938,24.88,11.61,190.9533,293.3484,25.4748,-0.999921,-0.001211797,0.002249685,0.01231083,179.2438,372.4044,98.31192,-0.9999986,-0.001644119,0.0003510461,0.0001517224,181.9979,362.6514,-27.59812,-0.9999687,-0.005560066,-0.005541422,0.0009135412
120.254,-7.83,-18.68,150.332,136.35,10.962,24.858,11.61,190.9525,293.3475,25.47433,-0.9999212,-0.001232808,0.002261198,0.01228627,179.2459,372.4021,98.31298,-0.9999984,-0.001742711,0.0003193222,0.0002017879,182.0003,362.6517,-27.59703,-0.9999679,-0.005702951,-0.005567646,0.0009104816
120.244,-7.882,-18.668,150.26,136.35,10.976,24.842,11.61,190.9555,293.348,25.47445,-0.999921,-0.001236691,0.002266598,0.0123076,179.2443,372.403,98.31287,-0.9999985,-0.001722694,0.0003143859,0.000178271,181.999,362.6539,-27.59496,-0.9999682,-0.005675619,-0.005526883,0.0009676694
120.24,-7.916,-18.654,150.26,136.34,11.004,24.826,11.68,190.9532,293.3481,25.47674,-0.9999212,-0.001233786,0.00224053,0.01229045,179.2431,372.403,98.31178,-0.9999986,-0.001690126,0.0002779312,0.0002090023,182.0036,362.6531,-27.59352,-0.9999683,-0.005736748,-0.005438567,0.001052067
120.23,-7.942,-18.65,150.26,136.34,11.024,24.814,11.61,190.9535,293.349,25.47582,-0.9999207,-0.001206428,0.002281224,0.01234153,179.2288,372.3853,98.30771,-0.9999992,-0.001249912,0.0003551848,-0.0003565764,182.0044,362.6559,-27.59078,-0.9999677,-0.005808477,-0.005469157,0.001043851
120.23,-7.972,-18.642,150.26,136.336,11.034,24.796,11.61,190.9502,293.3442,25.4768,-0.999921,-0.001256012,0.002255864,0.01229437,179.2294,372.3862,98.30725,-0.9999992,-0.001196493,0.0003240299,-0.0003431863,182.007,362.6566,-27.59125,-0.9999682,-0.005789293,-0.005391576,0.00110433
120.224,-7.988,-18.634,150.26,136.33,11.05,24.788,11.75,190.9527,293.3484,25.47766,-0.999921,-0.001218165,0.00223918,0.01231732,179.2314,372.3824,98.30963,-0.9999992,-0.001242467,0.0002757164,-0.0003213312,182.0104,362.6521,-27.58804,-0.9999672,-0.00586299,-0.005494566,0.0010872
120.22,-8.004,-18.63,150.26,136.334,11.062,24.75,11.68,190.9534,293.3499,25.47569,-0.9999213,-0.001212214,0.00226193,0.01228708,179.2432,372.4007,98.31291,-0.9999986,-0.001710592,0.0002940889,0.0001965844,182.0105,362.6618,-27.58433,-0.999967,-0.005949785,-0.0054349,0.001046607
120.22,-8.014,-18.626,150.26,136.292,11.14,24.488,11.61,190.9541,293.3468,25.47607,-0.9999211,-0.001228994,0.002240116,0.01230152,179.2436,372.4026,98.31332,-0.9999986,-0.001699591,0.0003462537,0.0001051017,182.061,362.7571,-27.52632,-0.9999555,-0.008043853,-0.004732727,0.001399779
120.22,-8.024,-18.62,150.26,136.242,11.262,24.108,11.75,190.9529,293.3488,25.47652,-0.999921,-0.001236026,0.002240214,0.0123037,179.2293,372.3836,98.30981,-0.9999992,-0.001210498,0.0004207483,-0.0003772496,182.1084,362.9006,-27.41541,-0.9999172,-0.01154255,-0.004906534,0.002870098
120.22,-8.03,-18.62,150.26,136.168,11.444,23.568,11.61,190.9556,293.3491,25.47725,-0.9999207,-0.001196429,0.002256048,0.01232756,179.2297,372.3839,98.30968,-0.9999992,-0.001193519,0.0003408238,-0.0003269981,182.2186,363.0926,-27.25929,-0.9998544,-0.01635596,-0.003172519,0.003676865
120.22,-8.036,-18.614,150.26,136.078,11.658,22.872,11.68,190.9548,293.3477,25.4765,-0.9999207,-0.001204678,0.002239391,0.01233161,179.2432,372.4015,98.31409,-0.9999985,-0.001732553,0.0003238912,0.0001565169,182.349,363.3489,-27.05225,-0.9997328,-0.02247128,-0.001870986,0.005103221
120.22,-8.044,-18.62,150.26,135.958,11.856,22.034,11.75,190.9522,293.3474,25.47638,-0.999921,-0.001236353,0.002253256,0.01230303,179.2327,372.381,98.3097,-0.9999992,-0.001242079,0.0003283746,-0.0003584262,182.5058,363.6728,-26.74343,-0.9995822,-0.0280746,0.001627089,0.006678069
120.22,-8.05,-18.62,150.26,135.814,12.084,20.992,11.68,190.9556,293.3482,25.47504,-0.999921,-0.001215214,0.002266819,0.0123085,179.2315,372.3833,98.30997,-0.9999992,-0.001247178,0.000298357,-0.0003099478,182.6776,364.0667,-26.46878,-0.9992849,-0.03678875,0.003831418,0.007849067
120.22,-8.052,-18.62,150.19,135.662,12.32,19.718,11.68,190.9561,293.3488,25.47598,-0.9999208,-0.001191041,0.002303721,0.01231285,179.2451,372.4015,98.31375,-0.9999985,-0.001692552,0.0003925659,0.0001407211,182.7562,364.6867,-26.13667,-0.9986132,-0.05193001,0.002303101,0.008336923
120.224,-8.06,-18.626,150.26,135.528,12.552,18.256,11.61,190.9525,293.3484,25.47561,-0.999921,-0.00121489,0.002260385,0.01231044,179.2308,372.3829,98.3077,-0.9999992,-0.001184764,0.0003254318,-0.0003260349,183.1241,365.1914,-25.68992,-0.9981096,-0.05983152,0.00784357,0.01165285
120.22,-8.062,-18.62,150.26,135.424,12.71,16.712,11.68,190.9548,293.3486,25.47608,-0.9999212,-0.001219454,0.002265562,0.01228757,179.2461,372.4003,98.31409,-0.9999985,-0.001729999,0.0002985862,0.0001595241,183.3002,365.8659,-25.21325,-0.9971844,-0.07335547,0.009846457,0.01206453
120.22,-8.06,-18.62,150.26,135.34,12.682,15.178,11.68,190.9555,293.3484,25.47559,-0.9999207,-0.001206761,0.002267023,0.01233803,179.246,372.4008,98.31371,-0.9999986,-0.001685183,0.0003312037,0.00016119,183.4387,366.6276,-24.75751,-0.9961313,-0.08629575,0.01188004,0.0115966
